filename,class_label
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2481.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2482.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2483.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2484.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2485.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2486.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2487.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2488.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2489.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2490.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2491.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2492.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2493.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2494.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2495.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2496.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2497.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2498.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2499.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2500.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2501.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2502.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2503.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2504.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2505.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2506.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2507.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2508.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2509.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2510.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2511.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2512.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2513.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2514.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2515.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2516.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2517.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2518.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2519.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2520.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2521.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2522.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2523.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2524.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2525.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2526.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2527.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2528.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2529.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2530.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2531.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2532.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2533.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2534.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2535.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2536.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2537.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2538.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2539.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2540.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2541.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2542.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2543.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2544.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2545.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2546.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2547.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2548.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2549.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/dog/dog2550.jpg,dog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2441.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2442.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2443.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2444.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2445.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2446.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2447.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2448.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2449.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2450.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2451.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2452.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2453.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2454.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2455.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2456.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2457.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2458.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2459.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2460.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2461.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2462.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2463.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2464.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2465.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2466.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2467.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2468.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2469.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2470.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2471.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2472.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2473.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2474.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2475.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2476.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2477.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2478.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2479.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2480.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2481.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2482.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2483.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2484.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2485.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2486.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2487.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2488.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2489.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2490.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2501.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2502.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2503.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2504.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2505.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2506.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2507.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2508.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2509.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2510.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2511.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2512.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2513.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2514.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2515.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2516.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2517.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2518.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2519.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2520.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2521.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2522.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2523.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2524.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2525.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2526.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2527.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2528.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2529.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2530.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2531.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2532.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2533.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2534.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2535.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2536.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2537.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2538.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2539.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2540.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2541.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2542.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2543.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2544.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2545.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2546.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2547.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2548.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2549.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/frog/frog2550.jpg,frog
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2451.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2452.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2453.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2454.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2455.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2456.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2457.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2458.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2459.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2460.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2461.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2462.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2463.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2464.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2465.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2466.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2467.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2468.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2469.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2470.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2471.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2472.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2473.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2474.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2475.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2476.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2477.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2478.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2479.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2480.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2481.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2482.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2483.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2484.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2485.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2486.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2487.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2488.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2489.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2490.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2491.jpg,giraffe
